run,episode_id,step,pre_goal_distance_m,post_goal_distance_m,retry_count,final_parse_error,attempts_json,logged_v2_verdict,v2_reason,v2_blockers_json,relation_required,relation_satisfied,relation_missing_json,relation_unresolved,route_index,route_total,current_action,missing_evidence_json,route_complete,terminal_confirmed,goal_complete,target_direction,local_surface_depth_m,distance_satisfied,route_maturity_satisfied,instance_key,instance_streak,instance_reason,stop_outcome,terminal_recheck_hold,terminal_recheck_used,recheck_original_distance_m,action_code,candidate_id,command_distance_m,command_angle_rad,actual_displacement_m,prior_override,prior_gap,source_nav,evidence_line,command_line
instruction_two_stage_ep10_20260908_205014,602,1,,8.530467987060547,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2794, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 822}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway']",[],False,True,[],False,0,5,Leave the bathroom,"[""effective_movement_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,6,1.25,2.9845128059387207,1.24999932162875,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2377,2396
instruction_two_stage_ep10_20260908_205014,602,2,8.530467987060547,7.437750816345215,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2986, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 900}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway']",[],False,True,[],False,0,5,Leave the bathroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.25,6.02138614654541,1.2500009392461944,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2434,2453
instruction_two_stage_ep10_20260908_205014,602,3,7.437750816345215,5.2811102867126465,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 690}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,0,5,Leave the bathroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.5,0.7330379486083984,2.493836225977909,True,0.17945419027119042,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2491,2511
instruction_two_stage_ep10_20260908_205014,602,4,5.2811102867126465,4.450333595275879,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 460}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,0,5,Leave the bathroom,"[""room_observations_not_comparable""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,1.5,0.6283183097839355,1.4999999662006944,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2549,2568
instruction_two_stage_ep10_20260908_205014,602,5,4.450333595275879,3.2026724815368652,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2598, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 822}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway']",[],False,True,[],False,0,5,Leave the bathroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,3,1.25,1.256636619567871,1.2500003406949014,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2606,2631
instruction_two_stage_ep10_20260908_205014,602,6,3.2026724815368652,2.3168692588806152,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 3345, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 942}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['doorway']",[],False,True,[],False,0,5,Leave the bathroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,1,1.25,0.31415891647338867,1.2499995069888596,True,0.034969747914821325,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2669,2689
instruction_two_stage_ep10_20260908_205014,602,7,2.3168692588806152,2.1234869956970215,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 494}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,0,5,Leave the bathroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.75,6.02138614654541,1.7499993545272847,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2727,2747
instruction_two_stage_ep10_20260908_205014,602,8,2.1234869956970215,3.5496654510498047,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 689}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,0,5,Leave the bathroom,"[""exit_state_transition_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,1.5,0.6283183097839355,1.4999990312623195,True,0.0961109677305386,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2784,2804
instruction_two_stage_ep10_20260908_205014,602,9,3.5496654510498047,4.779603958129883,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 699}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: generic_final_terms:doorway.","[""generic_final_terms:doorway""]",False,True,[],False,0,5,Leave the bathroom,"[""exit_state_transition_missing""]",False,False,False,7,1.772398829460144,True,True,602:terminal-instance:1,1,new_spatial_track,,,,,4,0,1.25,6.2831854820251465,1.2499991927185996,True,0.11808699825896224,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2841,2861
instruction_two_stage_ep10_20260908_205014,602,10,4.779603958129883,5.825420379638672,1,"JSONDecodeError: Expecting ',' delimiter: line 26 column 6 (char 988)","[{""attempt"": 1, ""valid"": false, ""response_chars"": 2863, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": false, ""response_chars"": 997, ""error"": ""JSONDecodeError: Expecting ',' delimiter: line 26 column 6 (char 988)""}]",uncertain,Visual evidence is insufficient to verify the STOP proposal.,[],False,True,[],False,1,5,Leave the closet,[],False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,11,1.25,5.4977874755859375,1.2500001000096024,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2898,2918
instruction_two_stage_ep10_20260908_205014,1092,1,,6.96010160446167,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2595, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 748}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,1,0.6353000551462173,True,True,,0,insufficient_instance_geometry,,,,,4,11,2.0,5.393067359924316,2.0085351851904023,True,0.1961235678296429,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,2964,2984
instruction_two_stage_ep10_20260908_205014,1092,2,6.96010160446167,8.732511520385742,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 601}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.0,0.7330379486083984,2.0017199134582784,True,0.1258297520135273,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3021,3041
instruction_two_stage_ep10_20260908_205014,1092,3,8.732511520385742,10.737576484680176,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 3018, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 813}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,10,1.3215472400188446,True,True,1092:terminal-instance:1,1,new_spatial_track,,,,,4,0,2.0,5.916666507720947,1.9999995755517033,True,0.0724665997015318,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3078,3099
instruction_two_stage_ep10_20260908_205014,1092,4,10.737576484680176,9.823708534240723,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 3146, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 767}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,10,0.5683780908584595,True,True,,0,insufficient_instance_geometry,,,,,4,5,2.0,2.3038344383239746,1.9708125540304675,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3136,3155
instruction_two_stage_ep10_20260908_205014,1092,5,9.823708534240723,11.529502868652344,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 424}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,10,1.75,5.235987663269043,1.7499999967377815,True,0.1217007462150701,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3192,3212
instruction_two_stage_ep10_20260908_205014,1092,6,11.529502868652344,12.946515083312988,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 529}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,11,1.4407075345516205,True,True,,0,insufficient_instance_geometry,,,,,4,11,1.5,5.55014705657959,1.5000005831888077,True,0.058301591743244785,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3249,3269
instruction_two_stage_ep10_20260908_205014,1092,7,12.946515083312988,14.55668830871582,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 424}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,0,3,Turn to face black door,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,10,1.75,5.235987663269043,1.750000882458385,True,0.01298348286671197,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3306,3327
instruction_two_stage_ep10_20260908_205014,1092,8,14.55668830871582,12.983552932739258,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 3050, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 835}]",uncertain,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,1,3,Walk forward,[],False,False,False,10,1.3426956534385681,True,True,1092:terminal-instance:2,1,new_spatial_track,,,,,4,10,1.75,5.13126802444458,1.7500007524625003,True,0.06447036916206333,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3364,3384
instruction_two_stage_ep10_20260908_205014,1092,9,12.983552932739258,11.629210472106934,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 701}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,1,3,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.75,5.811946392059326,1.7500003058951052,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3421,3440
instruction_two_stage_ep10_20260908_205014,1092,10,11.629210472106934,10.433164596557617,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 664}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],True,1,3,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,11,1.25,5.340707778930664,1.2499992310050823,True,0.013020483184906728,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3477,3498
instruction_two_stage_ep10_20260908_205014,748,1,,14.706872940063477,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 402}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,0,3,Go toward the house,"[""predicate_not_satisfied""]",False,False,False,6,10.0,False,True,,0,insufficient_instance_geometry,,,,,4,7,2.5,3.1415927410125732,2.5006042533475914,True,0.042795563358624,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3544,3564
instruction_two_stage_ep10_20260908_205014,748,2,14.706872940063477,12.50790023803711,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 427}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['dinning room table']",[],False,True,[],False,1,3,Go through the sliding doors,[],False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,1,2.25,0.5235986709594727,2.250005258507151,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3601,3620
instruction_two_stage_ep10_20260908_205014,748,3,12.50790023803711,12.252565383911133,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 410}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,1,3,Go through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,11,5.977832078933716,False,True,,0,insufficient_instance_geometry,,,,,4,11,2.25,5.340707778930664,2.250050203371953,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3657,3676
instruction_two_stage_ep10_20260908_205014,748,4,12.252565383911133,14.324050903320312,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 545}]",allow,Visual evidence supports final target visibility and arrival with confidence 0.95.,[],False,True,[],False,1,3,Go through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,3,7.97669529914856,False,True,748:terminal-instance:1,1,new_spatial_track,,,,,4,10,2.25,5.026548385620117,2.2509388272902497,True,0.027997204888689675,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3713,3734
instruction_two_stage_ep10_20260908_205014,748,5,14.324050903320312,15.665884971618652,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 408}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,1,3,Go through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,5,8.089439868927002,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.25,0.8377575874328613,2.249999014911768,True,0.06674501546117378,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3771,3791
instruction_two_stage_ep10_20260908_205014,748,6,15.665884971618652,16.199190139770508,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 429}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,1,3,Go through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,3,5.238021612167358,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.5,0.8377575874328613,2.5005101640470944,True,0.058609300503282474,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3828,3848
instruction_two_stage_ep10_20260908_205014,748,7,16.199190139770508,15.64931869506836,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 418}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,1,3,Go through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,3,4.50466126203537,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.0,0.8377575874328613,2.0006510123278587,True,0.0027238885298885296,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3885,3906
instruction_two_stage_ep10_20260908_205014,748,8,15.64931869506836,13.481980323791504,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 598}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['dinning room table']",[],False,True,[],False,1,3,Go through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,4,2.25,1.675516128540039,2.2522952578075905,True,0.10885575948192747,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,3943,3963
instruction_two_stage_ep10_20260908_205014,748,9,13.481980323791504,13.344032287597656,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 397}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['dinning room table']",[],False,True,[],False,1,3,Go through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,2,2.25,0.8377575874328613,2.2500017131582424,True,0.03934221441328445,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4000,4020
instruction_two_stage_ep10_20260908_205014,748,10,13.344032287597656,14.105169296264648,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 408}]",reject,"Visual evidence does not support STOP: final_target_visible=True, arrival_evidence=False, missing=[]",[],False,True,[],False,1,3,Go through the sliding doors,"[""verifier_not_implemented:cross""]",False,False,False,8,9.024466276168823,False,True,,0,insufficient_instance_geometry,,,,,4,0,2.25,6.02138614654541,2.2521334654823058,True,0.034514310328594616,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4057,4078
instruction_two_stage_ep10_20260908_205014,116,1,,4.53117561340332,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 579}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,8,1.25,3.9793508052825928,1.2499998132716288,True,0.12998967249856774,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4124,4144
instruction_two_stage_ep10_20260908_205014,116,2,4.53117561340332,3.2261033058166504,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 432}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,10,1.5,5.235987663269043,1.5000045845149401,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4181,4200
instruction_two_stage_ep10_20260908_205014,116,3,3.2261033058166504,3.8836896419525146,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2649, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 568}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.75,5.9690260887146,1.7499981583549955,True,0.14780447435466948,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4237,4263
instruction_two_stage_ep10_20260908_205014,116,4,3.8836896419525146,5.087611198425293,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 547}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=[]",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,1,1.5,0.10471916198730469,1.5000045117551868,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4300,4319
instruction_two_stage_ep10_20260908_205014,116,5,5.087611198425293,3.4701108932495117,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 572}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,7,2.25,3.1415927410125732,2.25000676763278,True,0.14753188263571215,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4356,4376
instruction_two_stage_ep10_20260908_205014,116,6,3.4701108932495117,3.4507124423980713,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2604, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 640}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,1,0.6171026080846786,True,True,,0,insufficient_instance_geometry,,,,,4,0,1.5,6.0737457275390625,1.4999949076604897,True,0.03983458174049004,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4413,4433
instruction_two_stage_ep10_20260908_205014,116,7,3.4507124423980713,3.1352078914642334,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 572}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,7,1.5,3.4033920764923096,1.5000014049118804,False,,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4470,4490
instruction_two_stage_ep10_20260908_205014,116,8,3.1352078914642334,4.406012058258057,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 572}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,0,1.5,6.02138614654541,1.49999485820045,True,0.1561945393319564,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4527,4547
instruction_two_stage_ep10_20260908_205014,116,9,4.406012058258057,4.303544044494629,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 2604, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 668}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,1,1.7740517854690552,True,True,,0,insufficient_instance_geometry,,,,,4,4,2.25,1.675516128540039,0.6737173038490194,True,0.10005522945037076,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4584,4604
instruction_two_stage_ep10_20260908_205014,116,10,4.303544044494629,2.601768970489502,0,,"[{""attempt"": 1, ""valid"": true, ""response_chars"": 602}]",reject,"Visual evidence does not support STOP: final_target_visible=False, arrival_evidence=False, missing=['tub and sink']",[],False,True,[],False,0,4,Walk forward,"[""predicate_not_satisfied""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,3,1.75,1.3089966773986816,1.6914202554746143,True,0.1025368965782425,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4641,4662
instruction_two_stage_ep10_20260908_205014,513,1,,6.092674255371094,1,,"[{""attempt"": 1, ""valid"": false, ""response_chars"": 3456, ""error"": ""JSONDecodeError: Expecting value: line 1 column 1 (char 0)""}, {""attempt"": 2, ""valid"": true, ""response_chars"": 834}]",reject,"Visual evidence has an allow candidate, but conservative STOP allow rules blocked it: terminal_relation_evidence_missing:unlocalized_relation.","[""terminal_relation_evidence_missing:unlocalized_relation""]",True,False,[],False,0,1,Go into the living area with the fireplace,"[""effective_movement_missing""]",False,False,False,,,False,True,,0,insufficient_instance_geometry,,,,,4,5,1.75,2.251474380493164,1.7499996546682708,True,0.005428618610982816,/root/My-Experiment/logs/navigation_records/ep10/20260908/instruction_two_stage_ep10_20260908_205014_train_navigation_20260908_205031.jsonl,4708,4728
